id,prk_place_nm,prk_style,prk_type,location,address,prk_charge_info,rating,five_days_system,open_days,weekday_open_hhmm,weekday_colse_hhmm,sat_oper_open_hhmm,sat_close_hhmm,holiday_open_hhmm,holiday_close_hhmm,fee,basic_time,basic_fee,additional_time,additional_fee,daily_ticket_applicable_time,daily_ticket_fee,monthly_pass_fee,payment_method,special_notes,management_agency,phone_number,data_standard_date
477,구 국민은행 옆 주변 복개도로,공영,노상,부산광역시 기장군 기장읍 차성남로51번길 30,부산광역시 기장군 기장읍 대라리 38,30,2,미시행,평일+토요일+공휴일,9:00,20:00,9:00,20:00,9:00,20:00,유료,10,200,10,200,0,8000,0,현금,-,부산광역시 기장군 도시관리공단,051-792-4719,2023-06-09
478,기장탕 옆 놀이터,공영,노상,-,부산광역시 기장군 기장읍 대라리 408-2,25,2,미시행,평일+토요일+공휴일,9:00,20:00,9:00,20:00,9:00,20:00,유료,10,200,10,200,0,8000,0,현금,-,부산광역시 기장군 도시관리공단,051-792-4719,2023-06-09
479,동양프라자 주변도로,공영,노상,부산광역시 기장군 기장읍 차성로 296-1,부산광역시 기장군 기장읍 대라리 444-1,13,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,-,-,부산광역시 기장군청 선진교통과,051-709-4574,2023-06-09
480,일광해수욕장 주변,공영,노상,-,부산광역시 기장군 일광면 삼성리 720,50,2,미시행,평일+토요일+공휴일,9:00,20:00,9:00,20:00,9:00,20:00,유료,10,300,10,300,0,8000,0,현금,-,부산광역시 기장군청 선진교통과,051-709-4574,2023-06-09
481,중앙대로399번길 제1노상,공영,노상,부산광역시 동구 중앙대로 401,부산광역시 동구 좌천동 682-1,12,2,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,300,0,0,0,8000,90000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
482,중앙대로180번길 제3공영,공영,노상,부산광역시 동구 중앙대로180번길 12,부산광역시 동구 초량동 1213-1,36,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
483,성북공영,공영,노외,부산광역시 동구 망양로860번길 3,부산광역시 동구 좌천동 910-3,47,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,0,0,0,2400,30000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
484,태종대유원지부설주차장,공영,부설,부산광역시 영도구 태종로 833번길 23,부산광역시 영도구 동삼동 1011,683,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,60,1000,10,200,1440,10000,100000,카드,무인정산기,부산관광공사,051-405-8745,2023-07-14
485,용호부두 공영주차장,공영,노외,부산광역시 남구 분포로 93,부산광역시 남구 용호동 960,172,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,300,10,300,1440,8000,160000,현금+카드,무인주차장,부산관광공사,051-626-8302,2023-07-14
486,용호만유람선터미널 부설주차장,공영,노외,부산광역시 남구 분포로 101,부산광역시 남구 용호동 959,66,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,300,10,300,1440,8000,160000,현금+카드,무인주차장,부산관광공사,051-626-8302,2023-07-14
487,중앙대로320번길 제2노상,공영,노상,부산광역시 동구 중앙대로332번길 8 (초량동),부산광역시 동구 초량동 1154-1,11,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
488,중앙대로320번길 제3노상,공영,노상,부산광역시 동구 중앙대로332번길 8,부산광역시 동구 초량동 1154-1,14,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
489,중앙대로236번길 제2노상,공영,노상,부산광역시 동구 중앙대로248번길 14,부산광역시 동구 초량동 1195-1,10,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
490,범일1동,공영,노외,부산광역시 동구 증산로 154,부산광역시 동구 범일동 1338-11,45,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,0,0,0,2400,30000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
491,범일1동 제3공영,공영,노외,부산광역시 동구 범내로 34,부산광역시 동구 범일동 1511-4,28,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,0,0,0,2400,30000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
492,범일1동 제2공영,공영,노외,부산광역시 동구 범곡서로 21,부산광역시 동구 범일동 1424-7,19,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,0,0,0,2400,30000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
493,중앙대로332번길 제2공영,공영,노상,부산광역시 동구 중앙대로332번길 9,부산광역시 동구 초량동 1150-7,9,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
494,중앙대로236번길 제3노상,공영,노상,부산광역시 동구 중앙대로236번길 7-12,부산광역시 동구 초량동 1195-2,12,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
495,자성로140번길 제1노상,공영,노상,부산광역시 동구 자성로 134,부산광역시 동구 범일동 825-3,31,2,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,300,0,0,0,8000,90000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
496,독도주차장,공영,노외,부산광역시 동구 증산로 100,부산광역시 동구 좌천동 722,42,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,0,0,0,2400,30000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
497,동구공영주차빌딩,공영,노외,부산광역시 동구 중앙대로 196번길 12-12,부산광역시 동구 초량동 1204-9,152,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,300,0,0,0,8000,90000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
498,동구체육공원,공영,노외,부산광역시 동구 수정공원중로 22,부산광역시 동구 수정동 711-4,51,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,0,0,0,2400,30000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
499,조방로16번길 제1노상,공영,노상,부산광역시 동구 조방로 39-7,부산광역시 동구 범일동 830-9,17,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
500,자성로 제1노상,공영,노상,부산광역시 동구 자성로 115,부산광역시 동구 범일동 829-1,13,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
501,가구거리,공영,노외,부산광역시 동구 중앙대로 471-10,부산광역시 동구 범일동 183,63,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,300,0,0,0,8000,90000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
502,구봉로 제1노상,공영,노상,부산광역시 동구 구봉로 19,부산광역시 동구 초량동 1118,36,4,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,100,0,0,0,2400,30000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
503,수정공원상로 제1노상,공영,노상,부산광역시 동구 수정공원상로20번길 7,부산광역시 동구 수정동 1178-43,55,4,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,100,0,0,0,2400,30000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
504,중앙대로332번길 제3노상,공영,노상,부산광역시 동구 중앙대로332번길 7-12,부산광역시 동구 초량동 1150-1,22,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
505,좌천동 제1공영,공영,노외,부산광역시 동구 증산로65번길 7,부산광역시 동구 좌천동 808-12,51,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,0,0,0,2400,30000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
506,좌천동 제2공영,공영,노외,부산광역시 동구 증산로8번길 9,부산광역시 동구 좌천동 952-2,49,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,0,0,0,2400,30000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
507,중앙대로260번길 제1노상,공영,노상,부산광역시 동구 중앙대로260번길 3-2,부산광역시 동구 초량동 1168-13,16,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
508,조방로10번길 제1노상,공영,노상,부산광역시 동구 자성로133번길 15,부산광역시 동구 범일동 830-9,21,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
509,자성공원로 제1노상,공영,노상,부산광역시 동구 자성공원로 23,부산광역시 동구 범일동 830-29,5,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
510,중앙대로236번길 제4노상,공영,노상,부산광역시 동구 중앙대로226번길 13-7,부산광역시 동구 초량동 1196-4,14,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
511,자유시장뒤,공영,노상,부산광역시 동구 조방로 48,부산광역시 동구 범일동 830-24,31,1,미시행,평일+토요일+공휴일,8:00,23:59,8:00,23:59,8:00,23:59,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-860-7750,2023-05-01
512,중앙대로248번길 제3노상,공영,노상,부산광역시 동구 중앙대로248번길 7-6,부산광역시 동구 초량동 1188-1,20,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
513,성남로 제1노외,공영,노외,부산광역시 동구 성남로 35-1,부산광역시 동구 좌천동 1119,29,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,300,0,0,0,8000,90000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
514,중앙대로296번길 제1노상,공영,노상,부산광역시 동구 중앙대로296번길 7-3,부산광역시 동구 초량동 1159-9,9,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
515,수정산,공영,노외,부산광역시 동구 수정공원로 89,부산광역시 동구 수정동 600-3,97,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,0,0,0,2400,30000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
516,고관로 제2공영,공영,노외,부산광역시 동구 성남로 61-2,부산광역시 동구 좌천동 68-595,75,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,300,0,0,0,8000,90000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
517,고관로 제1공영,공영,노외,부산광역시 동구 성남로 69,부산광역시 동구 좌천동 68-569,21,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,300,0,0,0,8000,90000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
518,스카이웨이,공영,노상,부산광역시 동구 망양로579번길 7-8,부산광역시 동구 초량동 827-246,52,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,0,0,0,2400,30000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
519,수정1동,공영,노외,부산광역시 동구 홍곡남로 15,부산광역시 동구 수정동 1043-60,53,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,0,0,0,2400,30000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
520,수정2동,공영,노외,부산광역시 동구 수정공원로 41,부산광역시 동구 수정동 771-210,28,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,0,0,0,2400,30000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
521,수정2동 제2공영,공영,노외,부산광역시 동구 수정로 54-1,부산광역시 동구 수정동 785-8,38,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,0,0,0,2400,30000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
522,수정4동,공영,노외,부산광역시 동구 망양로694번길 7-1,부산광역시 동구 수정동 968-11,38,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,0,0,0,2400,30000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
523,수정5동,공영,노외,부산광역시 동구 수정공원북로 7,부산광역시 동구 수정동 410,49,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,0,0,0,2400,30000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
524,자성공원로 제2노상,공영,노상,부산광역시 동구 자성공원로 23,부산광역시 동구 범일동 830-29,9,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
525,조방로10번길 제2노상,공영,노상,부산광역시 동구 자성로133번길 16,부산광역시 동구 범일동 830-31,48,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
526,중앙대로196번길 노상,공영,노상,부산광역시 동구 중앙대로196번길 12-3,부산광역시 동구 초량동 1203-2,14,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
527,성남로49번길 제1노상,공영,노상,부산광역시 동구 성남로47번길 28-12,부산광역시 동구 좌천동 68-1,33,2,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,300,0,0,0,8000,90000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
528,행복예식장옆,공영,노상,부산광역시 동구 조방로 48,부산광역시 동구 범일동 830-24,10,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
529,범일2동 제1노상,공영,노상,부산광역시 동구 자성로133번길 10,부산광역시 동구 범일동 830-9,39,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
530,범일로90번길 노상,공영,노상,부산광역시 동구 조방로 15,부산광역시 동구 범일동 830-63,21,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
531,부산고등학교입구,공영,노상,부산광역시 동구 초량로 36,부산광역시 동구 초량동 667-8,16,2,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,300,0,0,0,8000,90000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
532,초량2동,공영,노외,부산광역시 동구 영초길247번가길 9-6,부산광역시 동구 초량동 865,46,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,0,0,0,2400,30000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
533,초량6동,공영,노외,부산광역시 동구 고관로141번길 18-4,부산광역시 동구 좌천동 689-94,47,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,0,0,0,2400,30000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
534,조방로16번길 제2노상,공영,노상,부산광역시 동구 조방로 48,부산광역시 동구 범일동 830-24,22,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
535,조방로34번길 제2노상,공영,노상,부산광역시 동구 조방로 48,부산광역시 동구 범일동 830-24,20,1,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
536,부산진역,공영,노외,부산광역시 동구 중앙대로 380,부산광역시 동구 좌천동 1164-2,39,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,300,0,0,0,8000,90000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
537,초량2동 제2공영,공영,노외,부산광역시 동구 망양로 488,부산광역시 동구 초량동 865-148,34,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,0,0,0,2400,30000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
538,수정2동 제3공영,공영,노외,부산광역시 동구 구청로 8,부산광역시 동구 수정동 822,72,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,300,0,0,0,8000,30000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
539,차이나타운,공영,노외,부산광역시 동구 중앙대로195번길 23,부산광역시 동구 초량동 545-7,62,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,500,0,0,0,0,0,-,-,부산광역시 동구청,051-440-4742,2023-05-01
540,명장동공영주차장,공영,노외,부산광역시 동래구 시실로 135번길 39,부산광역시 동래구 명장동 538,147,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,4,2400,52000,현금+신용카드,-,부산광역시 동래구청,051-550-4532,2023-09-22
541,동래시장공영주차장,공영,노외,부산광역시 동래구 동래로 148번길 13,부산광역시 동래구 복천동 241,36,2,미시행,평일+토요일+공휴일,8:00,20:00,8:00,20:00,8:00,20:00,유료,10,300,10,600,0,0,0,현금,-,부산광역시 동래구청,051-553-1654,2023-09-22
542,성남로 제2노상,공영,노상,부산광역시 동구 충장대로 351,부산광역시 동구 좌천동 1116-1,25,2,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,300,0,0,0,8000,90000,-,-,부산광역시 동구청,051-440-4742,2023-05-01
543,청학초등학교,공영,노외,부산광역시 영도구 청학로 49,부산광역시 영도구 청학동 412-3,105,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,1200,2400,52000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
544,금강공원공영주차장,공영,노외,부산광역시 동래구 우장춘로 192,부산광역시 동래구 온천동 102-10,215,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,10,200,4,4700,90000,현금+신용카드,-,부산광역시 동래구청,051-550-4532,2023-09-22
545,사적공원공영주차장,공영,노외,부산광역시 동래구 문화로 62,부산광역시 동래구 명륜동 146,242,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,4,2400,52000,현금+신용카드,-,부산광역시 동래구청,051-550-6635,2023-09-22
546,유정아파트,공영,노외,부산광역시 영도구 장미계단길 123,부산광역시 영도구 봉래동5가 122-37,20,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,1200,2400,52000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
547,청학시장,공영,노외,부산광역시 영도구 청학서로 88,부산광역시 영도구 청학동 307-19,26,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,1200,2400,52000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
548,청학하나,공영,노외,부산광역시 영도구 청학서로 88,부산광역시 영도구 청학동 391-98,57,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,300,10,300,1200,8000,160000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
549,신선하나,공영,노외,부산광역시 영도구 한결길 209,부산광역시 영도구 신선동1가 196-5,42,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,1200,2400,52000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
550,신선동,공영,노외,부산광역시 영도구 하나길 472,부산광역시 영도구 신선동2가 136-1,25,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,1200,2400,52000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
551,봉래시장,공영,노외,부산광역시 영도구 대교로 9,부산광역시 영도구 봉래동3가 22-2,23,2,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,300,10,300,1200,8000,160000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
552,하수종말처리장옆,공영,노상,부산광역시 영도구 해양로 247,부산광역시 영도구 동삼동 201-59,66,2,요일제,평일+토요일+공휴일,8:00,20:00,8:00,20:00,8:00,20:00,유료,10,300,10,300,600,8000,90000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
553,75광장앞,공영,노상,부산광역시 영도구 절영로 355,부산광역시 영도구 동삼동 628-1,19,4,요일제,평일+토요일+공휴일,8:00,20:00,8:00,20:00,8:00,20:00,유료,10,100,10,100,600,2400,30000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
554,남항시장,공영,노외,부산광역시 영도구 절영로93번길 41,부산광역시 영도구 남항동2가 267,66,2,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,300,10,300,1200,8000,160000,현금+카드,없음,부산광역시 영도구청,051-419-4552,2023-09-20
555,해양로변,공영,노상,부산광역시 영도구 해양로 155,부산광역시 영도구 청학동 1-54,24,4,요일제,평일+토요일+공휴일,8:00,20:00,8:00,20:00,8:00,20:00,유료,10,100,10,100,600,2400,30000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
556,태종보세장치장옆,공영,노상,부산광역시 영도구 해양로 175,부산광역시 영도구 청학동 1-49,56,4,요일제,평일+토요일+공휴일,8:00,20:00,8:00,20:00,8:00,20:00,유료,10,100,10,100,600,2400,30000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
557,하늘전망대앞,공영,노상,부산광역시 영도구 절영로 321,부산광역시 영도구 동삼동 산149-4,28,4,요일제,평일+토요일+공휴일,8:00,20:00,8:00,20:00,8:00,20:00,유료,10,100,10,100,600,2400,30000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
558,봉래동물양장,공영,노상,부산광역시 영도구 봉래나루로 79,부산광역시 영도구 봉래동1가 1,48,2,요일제,평일+토요일+공휴일,8:00,20:00,8:00,20:00,8:00,20:00,유료,10,300,10,300,600,8000,90000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
559,인제병원앞,공영,노상,부산광역시 영도구 대교로46번길 22-6,부산광역시 영도구 봉래동1가 208-1,25,2,요일제,평일+토요일+공휴일,8:00,20:00,8:00,20:00,8:00,20:00,유료,10,300,10,300,600,8000,90000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
560,남항방파제,공영,노상,부산광역시 영도구 남항서로 52,부산광역시 영도구 남항동3가 141-37,123,3,요일제,평일+토요일+공휴일,8:00,20:00,8:00,20:00,8:00,20:00,유료,10,200,10,200,600,4700,50000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
561,절영해안산책로앞,공영,노상,부산광역시 영도구 해안산책길 52,부산광역시 영도구 영선동4가 186-101,122,3,요일제,평일+토요일+공휴일,8:00,20:00,8:00,20:00,8:00,20:00,유료,10,200,10,200,600,4700,50000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
562,토토볼링장앞,공영,노상,부산광역시 영도구 대평남로 7,부산광역시 영도구 대평동1가 162-1,24,2,요일제,평일+토요일+공휴일,8:00,20:00,8:00,20:00,8:00,20:00,유료,10,300,10,300,600,8000,90000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
563,선용품유통센터앞,공영,노상,부산광역시 영도구 남항로 26,부산광역시 영도구 남항동2가 273-1,26,2,요일제,평일+토요일+공휴일,8:00,20:00,8:00,20:00,8:00,20:00,유료,10,300,10,300,600,8000,90000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
564,신선스카이웨이,공영,노외,부산광역시 영도구 산제당길 154,부산광역시 영도구 신선동2가 141-84,49,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,1200,2400,52000,현금+카드,없음,부산광역시 영도구청,051-419-4552,2023-09-20
565,봉래산,공영,노외,부산광역시 영도구 와치로78,부산광역시 영도구 청학동 483-1,64,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,1200,2400,52000,현금+카드,없음,부산광역시 영도구청,051-419-4552,2023-09-20
566,영도중학교옆,공영,노외,부산광역시 영도구 동삼남로 32,부산광역시 영도구 동삼동 328-22,20,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,1200,2400,52000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
567,영도해녀문화전시관,공영,노외,부산광역시 영도구 중리남로 2-36,부산광역시 영도구 동삼동 639-7,28,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,1200,2400,52000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
568,청학동로,공영,노외,부산광역시 영도구 청학동로 58,부산광역시 영도구 청학동 120-8,22,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,1200,2400,52000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
569,청학스카이웨이,공영,노외,부산광역시 영도구 청학남로 15,부산광역시 영도구 동삼동 328-22,45,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,1200,2400,52000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
570,해돋이마을,공영,노외,부산광역시 영도구 와치로 2-14,부산광역시 영도구 청학동 468-57,22,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,1200,2400,52000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
571,청학2동,공영,노외,부산광역시 영도구 청학동로 18-1,부산광역시 영도구 청학동 99-229,53,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,1200,2400,52000,현금,없음,부산광역시 영도구청,051-419-4552,2023-09-20
